,Tm,Lg,Fld%,Rdrs,Season,RAA,WAA,RAR,WAR,Salary,Acquired,BA,OBP,SLG,OPS,OPS+,Bat,Pos_C,Pos_1B,Pos_2B,Pos_3B,Pos_SS,Pos_OF,Num_Pos,R/AB,2B/AB,3B/AB,HR/AB,RBI/AB,BB/PA,SB - CS,BB - SO,E/Def-Inn,DP/Def-Inn,cluster
3709,KCR,AL,0.974,-9,2019,6,0.8,27,2.8,567225.0,Amateur Draft,0.279,0.348,0.522,0.87,124.0,R,0,1,0,1,0,1,3,0.14340344168260039,0.055449330783938815,0.019120458891013385,0.0497131931166348,0.16061185468451242,0.09385665529010238,0,-93,0.008348794063079777,0.022263450834879406,3
3710,TOR,AL,0.987,-6,2019,-23,-2.1,-7,-0.6,1300000.0,Traded,0.218,0.262,0.38,0.642,70.0,R,0,1,1,1,1,1,5,0.10287081339712918,0.050239234449760764,0.0023923444976076554,0.03588516746411483,0.09808612440191387,0.05592841163310962,-1,-88,0.005050505050505051,0.025252525252525252,2
3711,KCR,AL,1.0,-3,2019,-15,-1.4,-10,-1.0,1250000.0,Free Agency,0.171,0.252,0.324,0.576,50.0,L,0,1,0,0,0,0,1,0.06666666666666667,0.0380952380952381,0.0,0.0380952380952381,0.14285714285714285,0.09243697478991597,0,-21,0.0,0.10932944606413995,2
3712,TBR,AL,0.933,-3,2019,-6,-0.5,0,0.1,2675000.0,Traded,0.252,0.343,0.327,0.67,83.0,R,0,0,0,1,1,0,2,0.08163265306122448,0.05442176870748299,0.0,0.006802721088435374,0.08163265306122448,0.11242603550295859,-1,-10,0.01871657754010695,0.029411764705882353,2
3713,SFG,NL,0.981,5,2019,-10,-1.1,-1,-0.2,558125.0,Amateur Draft,0.234,0.278,0.341,0.619,64.0,L,0,0,0,0,0,1,1,0.09961685823754789,0.04597701149425287,0.007662835249042145,0.01532567049808429,0.10727969348659004,0.05693950177935943,-3,-62,0.005,0.0033333333333333335,2
3714,ATL,NL,0.958,2,2019,3,0.3,8,0.7,2875000.0,Traded,0.267,0.315,0.567,0.882,117.0,R,0,0,0,0,0,1,1,0.14166666666666666,0.03333333333333333,0.008333333333333333,0.08333333333333333,0.15833333333333333,0.05384615384615385,0,-32,0.008368200836820083,0.0,3
3715,ARI,NL,0.991,15,2019,2,0.0,17,1.4,3750000.0,Free Agency,0.23,0.313,0.32,0.633,66.0,L,0,0,0,0,0,1,1,0.1625,0.0275,0.005,0.0175,0.0675,0.10398230088495575,26,-39,0.0022753128555176336,0.0011376564277588168,2
3716,WSN,NL,0.979,-2,2019,0,-0.3,21,1.8,8400000.0,Traded,0.279,0.365,0.428,0.792,105.0,L,0,0,0,0,0,1,1,0.18197879858657243,0.044169611307420496,0.012367491166077738,0.026501766784452298,0.08657243816254417,0.09908536585365854,12,-41,0.0049172266841501396,0.0008195377806916899,3
3717,CHW,AL,0.982,4,2019,-1,0.0,8,0.9,571000.0,Amateur Draft,0.242,0.304,0.383,0.687,83.0,R,0,0,0,0,0,1,1,0.1145374449339207,0.04405286343612335,0.00881057268722467,0.02643171806167401,0.1145374449339207,0.056451612903225805,0,-64,0.00493339911198816,0.0,3
3718,ARI,NL,0.983,-1,2019,16,1.2,37,3.3,6166666.0,Traded,0.269,0.32,0.511,0.831,111.0,S,0,0,1,1,0,0,2,0.14779874213836477,0.04559748427672956,0.015723270440251572,0.055031446540880505,0.18553459119496854,0.0715307582260372,4,-80,0.005094614264919942,0.02911208151382824,3
3719,NYY,AL,0.984,-1,2019,0,0.1,3,0.3,555000.0,Amateur Free Agent,0.25,0.294,0.438,0.732,92.0,R,0,0,1,0,1,1,3,0.1875,0.046875,0.0,0.046875,0.1875,0.043478260869565216,4,-12,0.006097560975609756,0.042682926829268296,3
3720,CLE,AL,1.0,0,2019,-3,-0.3,-2,-0.2,100000.0,Free Agency,0.143,0.143,0.238,0.381,-3.0,L,0,0,1,1,0,0,2,0.19047619047619047,0.09523809523809523,0.0,0.0,0.047619047619047616,0.0,0,-7,0.0,0.0,0
3721,LAA,AL,0.982,11,2019,13,1.5,37,3.8,561500.0,Amateur Draft,0.29,0.35,0.384,0.734,95.0,R,0,0,1,1,1,1,4,0.13926174496644295,0.050335570469798654,0.006711409395973154,0.010067114093959731,0.08221476510067115,0.08422664624808576,5,-9,0.006129328838492185,0.028348145878026355,3
3722,ARI,NL,0.976,-6,2019,-1,-0.3,8,0.6,3750000.0,Free Agency,0.317,0.361,0.487,0.848,118.0,R,0,1,1,0,0,0,2,0.1169811320754717,0.06792452830188679,0.0,0.033962264150943396,0.13962264150943396,0.05263157894736842,0,-16,0.012,0.06,3
3723,ATL,NL,0.996,3,2019,-11,-1.2,-1,-0.2,4000000.0,Free Agency,0.229,0.319,0.413,0.733,85.0,R,1,0,0,0,0,0,1,0.13284132841328414,0.04059040590405904,0.01107011070110701,0.04059040590405904,0.12546125461254612,0.1,0,-74,0.004418262150220913,0.004418262150220913,3
3724,TEX,AL,0.979,-6,2019,-18,-1.6,-5,-0.4,100000.0,Free Agency,0.227,0.325,0.353,0.678,73.0,R,0,1,1,1,1,0,4,0.11987381703470032,0.05362776025236593,0.0031545741324921135,0.022082018927444796,0.12302839116719243,0.11989100817438691,2,-56,0.01303780964797914,0.07692307692307693,2
3725,STL,NL,0.98,-3,2019,-2,-0.4,17,1.4,16500000.0,Free Agency,0.238,0.346,0.409,0.754,100.0,S,0,0,0,0,0,1,1,0.14168377823408623,0.049281314168377825,0.002053388090349076,0.039014373716632446,0.1375770020533881,0.1289198606271777,3,-68,0.004393673110720563,0.0026362038664323375,3
3726,PHI,NL,0.97,1,2019,-14,-1.6,0,-0.2,5200000.0,Amateur Free Agent,0.234,0.297,0.409,0.705,81.0,R,0,1,0,1,0,0,2,0.12339331619537275,0.043701799485861184,0.0,0.043701799485861184,0.14395886889460155,0.08411214953271028,0,-25,0.008629989212513484,0.011866235167206042,2
3727,PIT,NL,0.989,5,2019,9,0.6,28,2.5,584000.0,Amateur Draft,0.278,0.336,0.417,0.753,98.0,L,0,0,1,0,0,0,1,0.1444043321299639,0.05956678700361011,0.01263537906137184,0.018050541516245487,0.09025270758122744,0.06578947368421052,0,-35,0.005083884087442806,0.06609049313675648,3
3728,NYY,AL,0.963,-10,2019,-11,-1.0,-2,-0.1,563300.0,Traded,0.267,0.317,0.489,0.806,111.0,R,0,0,0,0,0,1,1,0.13777777777777778,0.06222222222222222,0.0,0.05333333333333334,0.1688888888888889,0.06504065040650407,-1,-54,0.007593014426727411,0.0025310048089091366,3
3729,NYM,NL,0.965,1,2019,8,0.5,24,2.1,9000000.0,Free Agency,0.251,0.329,0.443,0.772,105.0,R,0,1,0,1,0,0,2,0.14093959731543623,0.042505592841163314,0.0044742729306487695,0.04697986577181208,0.14988814317673377,0.08016032064128256,-1,-66,0.011856535915423377,0.023713071830846755,3
3730,ATL,NL,0.996,-1,2019,19,1.6,41,3.7,21000000.0,Amateur Draft,0.295,0.389,0.549,0.938,135.0,L,0,1,0,0,0,0,1,0.18927973199329984,0.05695142378559464,0.0033500837520938024,0.06365159128978225,0.20268006700167504,0.12572254335260116,3,-40,0.0043949604453559915,0.09375915616759449,1
3731,LAD,NL,0.993,1,2019,11,1.0,17,1.6,4500000.0,Traded,0.315,0.403,0.599,1.002,160.0,R,0,1,0,1,0,0,2,0.21604938271604937,0.08024691358024691,0.0,0.06790123456790123,0.17901234567901234,0.12365591397849462,0,-21,0.006754474839581222,0.060790273556231,1
3732,SEA,AL,1.0,0,2019,-3,-0.3,-2,0.0,558500.0,Traded,0.067,0.25,0.067,0.317,-9.0,R,1,0,0,0,0,0,1,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.2,0,-1,0.0,0.0,0
3733,KCR,AL,0.997,1,2019,-4,-0.4,1,0.1,557125.0,Amateur Draft,0.238,0.312,0.365,0.677,78.0,R,1,0,0,0,0,0,1,0.1111111111111111,0.05555555555555555,0.0,0.023809523809523808,0.09523809523809523,0.07746478873239436,-1,-17,0.003076923076923077,0.006153846153846154,2
3734,TEX,AL,0.974,5,2019,21,2.1,31,3.1,605500.0,Amateur Draft,0.253,0.389,0.598,0.986,145.0,L,0,0,0,0,0,1,1,0.22406639004149378,0.06224066390041494,0.004149377593360996,0.0912863070539419,0.2033195020746888,0.1750841750841751,2,-62,0.007258210851025222,0.0018145527127563055,1
3735,MULTIPLE,MLB,0.987,12,2019,11,1.2,31,3.1,4000000.0,Waivers,0.26,0.296,0.438,0.734,91.0,S,0,0,1,0,1,0,2,0.12028725314183124,0.05026929982046679,0.0017953321364452424,0.04129263913824058,0.12567324955116696,0.04753820033955857,2,-117,0.0059931506849315065,0.0625,3
3736,MIL,NL,0.993,5,2019,-3,-0.5,8,0.6,567700.0,Traded,0.248,0.337,0.373,0.71,85.0,L,0,0,0,0,0,1,1,0.15112540192926044,0.05787781350482315,0.0,0.022508038585209004,0.10610932475884244,0.11235955056179775,0,-64,0.0014405070584845865,0.0014405070584845865,3
3737,TBR,AL,0.972,3,2019,2,0.4,21,2.2,3500000.0,Free Agency,0.282,0.332,0.464,0.796,112.0,R,0,0,0,0,0,1,1,0.12474437627811862,0.05112474437627812,0.00408997955010225,0.0408997955010225,0.147239263803681,0.05849056603773585,6,-94,0.005753077896674721,0.0011506155793349442,3
3738,SDP,NL,0.982,-4,2019,-2,-0.4,10,0.8,910000.0,Waivers,0.248,0.364,0.354,0.718,94.0,L,0,1,1,1,1,1,5,0.16720257234726688,0.04180064308681672,0.012861736334405145,0.012861736334405145,0.09967845659163987,0.1424731182795699,-2,-30,0.007506380423359856,0.05104338687884702,2
3739,CHW,AL,0.963,-7,2019,-10,-0.7,11,1.3,1550000.0,Traded,0.279,0.31,0.378,0.688,83.0,S,0,0,1,1,1,1,4,0.1611785095320624,0.04679376083188908,0.005199306759098787,0.01386481802426343,0.06932409012131716,0.03398058252427184,10,-118,0.00949749611466068,0.013814539803142806,2
3740,NYY,AL,0.996,7,2019,23,2.4,43,4.3,7500000.0,Amateur Draft,0.251,0.325,0.503,0.829,117.0,L,0,0,0,0,0,1,1,0.17515274949083504,0.05295315682281059,0.014256619144602852,0.05702647657841141,0.15071283095723015,0.09454545454545454,8,-56,0.000856091088091773,0.0,1
3741,MIN,AL,0.992,1,2019,29,2.9,42,4.1,575000.0,Amateur Draft,0.273,0.365,0.63,0.995,157.0,R,1,1,0,0,0,0,2,0.22508038585209003,0.05144694533762058,0.003215434083601286,0.09967845659163987,0.21543408360128619,0.11420612813370473,0,-46,0.008886255924170616,0.005924170616113744,1
3742,MULTIPLE,NL,0.993,-4,2019,-14,-1.5,-10,-1.1,9775000.0,Waivers,0.226,0.245,0.323,0.568,46.0,L,0,0,1,0,0,0,1,0.11278195488721804,0.05263157894736842,0.0,0.015037593984962405,0.08270676691729323,0.014388489208633094,0,-39,0.003635041802980734,0.08724100327153761,2
3743,STL,NL,0.996,0,2019,8,0.4,29,2.6,14500000.0,Traded,0.26,0.346,0.476,0.821,115.0,R,0,1,0,0,0,0,1,0.1624790619765494,0.04187604690117253,0.0016750418760469012,0.05695142378559464,0.1624790619765494,0.11436950146627566,2,-88,0.003651767455448437,0.10590125620800467,3
3744,WSN,NL,0.995,5,2019,4,0.3,16,1.4,7083334.0,Free Agency,0.223,0.316,0.389,0.704,81.0,R,1,1,0,0,0,0,2,0.11464968152866242,0.050955414012738856,0.0,0.03821656050955414,0.13694267515923567,0.10614525139664804,2,-46,0.005076142131979695,0.0038071065989847717,3
3745,NYM,NL,0.984,-1,2019,-6,-0.6,-3,-0.3,100000.0,Free Agency,0.198,0.278,0.337,0.616,65.0,R,0,0,0,0,0,1,1,0.11627906976744186,0.03488372093023256,0.0,0.03488372093023256,0.11627906976744186,0.0707070707070707,3,-23,0.004757373929590866,0.0,2
3746,MULTIPLE,MLB,0.984,4,2019,-10,-1.0,-4,-0.4,100000.0,Free Agency,0.2,0.289,0.283,0.572,51.0,L,0,0,0,0,0,1,1,0.14482758620689656,0.020689655172413793,0.0,0.020689655172413793,0.06896551724137931,0.10843373493975904,-3,-34,0.003676470588235294,0.0,2
3747,PIT,NL,0.955,7,2019,1,0.0,6,0.5,577000.0,Traded,0.254,0.301,0.317,0.618,64.0,R,0,0,0,1,1,1,3,0.1056338028169014,0.028169014084507043,0.007042253521126761,0.007042253521126761,0.04225352112676056,0.057692307692307696,3,-28,0.01670378619153675,0.052895322939866374,2
3748,MIN,AL,0.989,11,2019,1,0.3,18,1.9,12000000.0,Free Agency,0.264,0.322,0.414,0.736,94.0,S,0,1,1,1,1,1,5,0.1223529411764706,0.04470588235294118,0.0,0.03529411764705882,0.12941176470588237,0.06695464362850972,1,-67,0.004281738385784628,0.017126953543138514,3
3749,DET,AL,0.969,-6,2019,-4,-0.2,13,1.4,670500.0,Free Agency,0.248,0.322,0.421,0.743,94.0,S,0,1,1,1,1,1,5,0.14420803782505912,0.06382978723404255,0.01182033096926714,0.028368794326241134,0.10638297872340426,0.09745762711864407,9,-92,0.016212710765239946,0.043233895373973194,3
3750,LAA,AL,0.977,1,2019,5,0.7,22,2.2,583500.0,Waivers,0.262,0.326,0.47,0.796,108.0,L,0,0,0,0,0,1,1,0.15738498789346247,0.07021791767554479,0.007263922518159807,0.04116222760290557,0.11380145278450363,0.08296943231441048,4,-91,0.005404236921746649,0.0010808473843493297,3
3751,KCR,AL,0.971,2,2019,-1,-0.1,1,0.1,650000.0,Free Agency,0.275,0.362,0.353,0.715,91.0,R,0,0,0,0,0,1,1,0.2549019607843137,0.0392156862745098,0.0196078431372549,0.0,0.0196078431372549,0.10344827586206896,8,-12,0.007575757575757576,0.0,2
3752,MIL,NL,0.993,-3,2019,7,0.4,28,2.4,16000000.0,Free Agency,0.246,0.38,0.468,0.848,119.0,S,1,1,0,0,0,0,2,0.1539961013645224,0.050682261208576995,0.003898635477582846,0.05458089668615984,0.15009746588693956,0.17246835443037975,4,-30,0.007268615732514941,0.01938297528670651,3
3753,MIA,NL,1.0,2,2019,-15,-1.7,-4,-0.6,1750000.0,Free Agency,0.183,0.281,0.356,0.637,68.0,L,0,0,0,0,0,1,1,0.138801261829653,0.05362776025236593,0.0031545741324921135,0.03785488958990536,0.10725552050473186,0.11294765840220386,-3,-57,0.0,0.0,2
3754,NYY,AL,0.979,-9,2019,-10,-0.8,3,0.4,11750000.0,Traded,0.238,0.276,0.441,0.718,87.0,L,0,0,0,0,1,0,1,0.14506172839506173,0.043209876543209874,0.006172839506172839,0.04938271604938271,0.1882716049382716,0.04941860465116279,1,-36,0.008719662839703532,0.06975730271762826,3
3755,DET,AL,0.99,-1,2019,-15,-1.4,-7,-0.6,558600.0,Amateur Draft,0.202,0.251,0.308,0.559,47.0,R,1,0,0,0,0,0,1,0.08653846153846154,0.02403846153846154,0.004807692307692308,0.02403846153846154,0.09134615384615384,0.05803571428571429,0,-57,0.009823182711198428,0.003929273084479371,2
3756,TOR,AL,0.993,-4,2019,-17,-1.4,6,0.7,5000000.0,Traded,0.232,0.28,0.457,0.738,93.0,R,0,0,0,0,0,1,1,0.12798634812286688,0.04948805460750853,0.008532423208191127,0.052901023890784986,0.13651877133105803,0.05573248407643312,1,-128,0.001651391297167864,0.001651391297167864,3
3757,OAK,AL,1.0,2,2019,-9,-0.7,8,1.0,2000000.0,Free Agency,0.24,0.334,0.348,0.682,87.0,S,0,0,0,0,0,1,1,0.1357142857142857,0.05,0.007142857142857143,0.014285714285714285,0.09047619047619047,0.12240663900414937,5,-27,0.0,0.0,2
3758,NYM,NL,0.979,3,2019,2,0.2,4,0.4,555960.0,Amateur Draft,0.246,0.324,0.361,0.684,84.0,L,0,0,1,1,1,0,3,0.13114754098360656,0.06557377049180328,0.0,0.01639344262295082,0.04918032786885246,0.1,0,-7,0.009784735812133072,0.11741682974559686,2
3759,TOR,AL,0.985,-2,2019,5,0.6,17,1.8,1928571.0,Amateur Free Agent,0.277,0.327,0.541,0.869,127.0,R,0,1,1,0,0,1,3,0.16560509554140126,0.06050955414012739,0.006369426751592357,0.06369426751592357,0.1592356687898089,0.05830903790087463,2,-66,0.0032409658078107273,0.006481931615621455,3
3760,HOU,AL,0.992,3,2019,17,1.8,39,3.9,10400000.0,Amateur Free Agent,0.298,0.343,0.541,0.884,126.0,R,0,1,1,1,0,0,3,0.15070921985815602,0.07092198581560284,0.0035460992907801418,0.0549645390070922,0.18439716312056736,0.06045751633986928,2,-28,0.005608974358974359,0.052083333333333336,1
3761,TEX,AL,0.991,4,2019,-12,-1.0,-1,0.0,569500.0,Amateur Free Agent,0.219,0.308,0.414,0.723,81.0,L,0,1,0,0,0,0,1,0.1328125,0.078125,0.0,0.0390625,0.140625,0.10847457627118644,-1,-55,0.007725587144622991,0.0942521631644005,3
3762,MULTIPLE,MLB,1.0,8,2019,-9,-0.8,3,0.4,4250000.0,Waivers,0.218,0.289,0.275,0.564,50.0,R,0,0,0,0,0,1,1,0.12974683544303797,0.04430379746835443,0.006329113924050633,0.0,0.04746835443037975,0.0906515580736544,16,-55,0.0,0.0,2
3763,COL,NL,0.976,2,2019,-5,-0.6,6,0.4,557000.0,Amateur Draft,0.247,0.302,0.385,0.686,67.0,R,0,0,1,0,1,1,3,0.13377926421404682,0.030100334448160536,0.013377926421404682,0.026755852842809364,0.0903010033444816,0.07339449541284404,12,-64,0.010572421084428334,0.048331067814529526,2
3764,SEA,AL,0.994,3,2019,5,0.6,14,1.5,590100.0,Traded,0.22,0.314,0.463,0.778,108.0,R,0,0,0,0,0,1,1,0.18699186991869918,0.052845528455284556,0.0040650406504065045,0.06097560975609756,0.13008130081300814,0.10600706713780919,4,-51,0.001854943424225561,0.0,3
3765,CHC,NL,0.985,3,2019,9,0.8,14,1.3,603500.0,Amateur Draft,0.264,0.333,0.564,0.898,128.0,S,0,1,1,1,0,1,4,0.17857142857142858,0.05,0.007142857142857143,0.07857142857142857,0.21428571428571427,0.09615384615384616,2,-24,0.006596306068601583,0.029683377308707126,3
3766,PHI,NL,0.983,11,2019,26,2.3,48,4.4,11538462.0,Free Agency,0.26,0.372,0.51,0.882,126.0,L,0,0,0,0,0,1,1,0.17102966841186737,0.06282722513089005,0.0017452006980802793,0.06108202443280977,0.19895287958115182,0.14516129032258066,12,-79,0.0037936267071320183,0.0007587253414264037,1
3767,DET,AL,1.0,-1,2019,-16,-1.5,-10,-1.0,2000000.0,Free Agency,0.175,0.218,0.263,0.48,27.0,R,0,0,1,0,0,0,1,0.072992700729927,0.051094890510948905,0.0072992700729927005,0.0072992700729927005,0.058394160583941604,0.04081632653061224,2,-21,0.0,0.07208387942332897,0
3768,SEA,AL,0.938,-4,2019,-6,-0.5,1,0.1,579800.0,Traded,0.237,0.289,0.456,0.744,98.0,R,0,1,0,1,0,0,2,0.14201183431952663,0.09467455621301775,0.0,0.04142011834319527,0.15384615384615385,0.06951871657754011,0,-27,0.022277227722772276,0.024752475247524754,3
3769,MULTIPLE,NL,0.971,-1,2019,2,0.1,9,0.8,100000.0,Free Agency,0.241,0.299,0.443,0.742,92.0,R,0,0,1,1,1,0,3,0.16748768472906403,0.059113300492610835,0.0049261083743842365,0.04433497536945813,0.1625615763546798,0.06334841628959276,2,-34,0.01312910284463895,0.06783369803063458,3
3770,SDP,NL,0.988,20,2019,-17,-1.8,-5,-0.7,2060000.0,Amateur Draft,0.176,0.252,0.311,0.563,50.0,R,1,0,0,1,0,0,2,0.08974358974358974,0.028846153846153848,0.0,0.035256410256410256,0.11538461538461539,0.07780979827089338,1,-82,0.013480392156862746,0.003676470588235294,2
3771,TBR,AL,0.979,2,2019,-6,-0.5,2,0.3,782000.0,Traded,0.225,0.306,0.363,0.668,80.0,R,0,0,0,0,0,1,1,0.15196078431372548,0.06372549019607843,0.0,0.024509803921568627,0.09803921568627451,0.07792207792207792,0,-42,0.0056179775280898875,0.0,2
3772,LAA,AL,1.0,1,2019,-1,-0.1,0,0.0,556500.0,Amateur Draft,0.139,0.304,0.222,0.527,45.0,R,0,0,0,0,0,1,1,0.19444444444444445,0.027777777777777776,0.027777777777777776,0.0,0.08333333333333333,0.10869565217391304,2,-14,0.0,0.0,2
3773,PHI,NL,0.981,0,2019,1,-0.2,23,1.9,7750000.0,Amateur Free Agent,0.279,0.333,0.408,0.741,92.0,S,0,0,1,0,0,0,1,0.12581699346405228,0.05065359477124183,0.004901960784313725,0.02287581699346405,0.11601307189542484,0.06746626686656672,7,-55,0.008719662839703532,0.06975730271762826,3
3774,LAD,NL,0.983,14,2019,7,0.5,22,2.0,3725000.0,Traded,0.237,0.304,0.411,0.715,87.0,R,0,1,1,1,1,1,5,0.13768115942028986,0.04589371980676329,0.0024154589371980675,0.04106280193236715,0.15458937198067632,0.0782608695652174,4,-61,0.006499837504062398,0.04116563752572852,3
3775,BOS,AL,0.991,-1,2019,-7,-0.6,-1,-0.1,564000.0,Free Agency,0.25,0.279,0.338,0.617,59.0,L,0,0,1,0,1,0,2,0.12162162162162163,0.0472972972972973,0.0,0.013513513513513514,0.07432432432432433,0.01935483870967742,-1,-39,0.0033875338753387536,0.03387533875338754,2
3776,TOR,AL,0.989,-7,2019,-4,-0.2,13,1.4,578600.0,Traded,0.23,0.306,0.472,0.778,105.0,R,0,0,0,0,0,1,1,0.13908872901678657,0.045563549160671464,0.004796163069544364,0.06235011990407674,0.15587529976019185,0.09698275862068965,3,-108,0.0030241935483870967,0.004032258064516129,3
3777,PHI,NL,1.0,-3,2019,-8,-0.9,-4,-0.5,5350000.0,Rule 5 Draft,0.222,0.288,0.341,0.629,63.0,L,0,0,0,0,0,1,1,0.09523809523809523,0.07936507936507936,0.007936507936507936,0.007936507936507936,0.12698412698412698,0.07913669064748201,0,-22,0.0,0.0,2
3778,MIA,NL,0.98,-7,2019,-13,-1.3,-9,-1.0,560000.0,Waivers,0.2,0.288,0.314,0.602,60.0,S,0,0,1,1,1,1,4,0.09523809523809523,0.05714285714285714,0.0,0.01904761904761905,0.10476190476190476,0.09243697478991597,3,-16,0.004219409282700422,0.008438818565400843,2
3779,OAK,AL,0.99,-3,2019,-6,-0.6,-3,-0.3,1000000.0,Free Agency,0.202,0.28,0.274,0.553,53.0,L,1,0,0,0,0,1,2,0.10714285714285714,0.03571428571428571,0.0,0.011904761904761904,0.09523809523809523,0.09574468085106383,0,-20,0.009569377990430622,0.0,2
3780,CHC,NL,0.981,6,2019,8,0.6,27,2.4,20000000.0,Free Agency,0.251,0.343,0.429,0.772,100.0,L,0,0,0,0,0,1,1,0.15204678362573099,0.03898635477582846,0.007797270955165692,0.04093567251461988,0.12085769980506822,0.11544991511035653,5,-42,0.004091653027823241,0.0008183306055646482,3
3781,NYY,AL,0.991,-1,2019,3,0.4,12,1.3,6285714.0,Traded,0.235,0.325,0.443,0.769,103.0,S,0,0,0,0,0,1,1,0.18552036199095023,0.04524886877828054,0.0,0.05429864253393665,0.16289592760180996,0.12156862745098039,-1,-41,0.0020036064916850328,0.0,3
3782,DET,AL,0.999,-5,2019,-17,-1.5,-5,-0.4,567100.0,Waivers,0.21,0.24,0.379,0.62,60.0,R,1,1,0,0,0,0,2,0.09090909090909091,0.047021943573667714,0.0,0.04075235109717868,0.109717868338558,0.03903903903903904,0,-96,0.001364070386031919,0.03682990042286182,2
3783,NYY,AL,1.0,2,2019,-2,-0.2,0,0.0,562900.0,Free Agency,0.214,0.211,0.464,0.675,72.0,R,1,0,0,0,0,0,1,0.14285714285714285,0.08928571428571429,0.0,0.05357142857142857,0.19642857142857142,0.0,0,-26,0.0,0.014598540145985401,3
3784,BOS,AL,0.99,4,2019,4,0.5,15,1.5,3575000.0,Traded,0.297,0.369,0.402,0.771,101.0,L,0,1,1,1,1,1,5,0.14671814671814673,0.05405405405405406,0.007722007722007722,0.011583011583011582,0.11969111969111969,0.09491525423728814,1,-29,0.004672897196261682,0.04984423676012461,3
3785,PHI,NL,0.993,3,2019,2,-0.1,24,2.0,575000.0,Amateur Draft,0.226,0.364,0.454,0.819,111.0,R,0,1,0,0,0,0,1,0.15087719298245614,0.05789473684210526,0.008771929824561403,0.05087719298245614,0.14912280701754385,0.16453900709219857,0,-57,0.006437307774837279,0.07939346255632646,3
3786,SDP,NL,0.989,-6,2019,-22,-2.6,-1,-0.5,21000000.0,Free Agency,0.265,0.31,0.425,0.735,94.0,L,0,1,0,0,0,0,1,0.11631663974151858,0.046849757673667204,0.0032310177705977385,0.035541195476575124,0.15993537964458804,0.05997001499250375,-3,-123,0.01032448377581121,0.06047197640117994,3
3787,OAK,AL,1.0,-2,2019,-6,-0.6,-4,-0.3,1250000.0,Free Agency,0.2,0.233,0.357,0.59,57.0,R,1,0,0,0,0,0,1,0.07142857142857142,0.04285714285714286,0.014285714285714285,0.02857142857142857,0.07142857142857142,0.0273972602739726,-1,-16,0.0,0.0,2
3788,COL,NL,0.991,-8,2019,-10,-1.0,-4,-0.5,4150000.0,Free Agency,0.222,0.311,0.417,0.728,76.0,R,1,0,0,0,0,0,1,0.1388888888888889,0.06944444444444445,0.0,0.041666666666666664,0.14583333333333334,0.10975609756097561,0,-36,0.008870490833826138,0.0029568302779420462,3
3789,CIN,NL,0.98,5,2019,-5,-0.7,12,1.0,2500000.0,Free Agency,0.288,0.318,0.407,0.724,83.0,R,0,0,0,0,1,0,1,0.12301587301587301,0.041666666666666664,0.005952380952380952,0.021825396825396824,0.11706349206349206,0.03773584905660377,0,-50,0.007697570988710229,0.05302771125555936,2
3790,ATL,NL,0.993,-1,2019,-1,-0.2,7,0.5,5700000.0,Traded,0.246,0.343,0.397,0.74,88.0,L,0,0,0,0,0,1,1,0.1507537688442211,0.05527638190954774,0.010050251256281407,0.02512562814070352,0.12060301507537688,0.11304347826086956,6,-15,0.002036659877800407,0.002036659877800407,3
3791,BAL,AL,1.0,0,2019,0,0.0,0,0.0,555000.0,Traded,0.0,0.25,0.0,0.25,-23.0,R,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.25,0,0,0.0,0.0,0
3792,SDP,NL,1.0,2,2019,-1,-0.1,0,0.0,1165000.0,Amateur Draft,0.182,0.25,0.182,0.432,19.0,L,0,0,0,0,0,1,1,0.18181818181818182,0.0,0.0,0.0,0.0,0.08333333333333333,0,-2,0.0,0.0,0
3793,TOR,AL,0.995,12,2019,-4,-0.3,10,1.1,558700.0,Amateur Draft,0.207,0.279,0.36,0.64,70.0,R,1,0,0,0,0,0,1,0.11815561959654179,0.0345821325648415,0.002881844380403458,0.037463976945244955,0.1239193083573487,0.08072916666666667,-1,-48,0.0046937338652898375,0.009387467730579675,2
3794,CHW,AL,0.984,-7,2019,-15,-1.3,-8,-0.7,4000000.0,Free Agency,0.267,0.311,0.315,0.626,69.0,L,0,0,0,0,0,1,1,0.07272727272727272,0.048484848484848485,0.0,0.0,0.05454545454545454,0.04395604395604396,0,-22,0.0027472527472527475,0.0,2
3795,CHW,AL,0.985,-10,2019,-4,-0.2,14,1.5,1833333.0,Traded,0.267,0.315,0.513,0.828,116.0,R,0,0,0,0,0,1,1,0.14743589743589744,0.038461538461538464,0.004273504273504274,0.06623931623931624,0.16880341880341881,0.05952380952380952,0,-104,0.0031017369727047144,0.0010339123242349049,3
3796,SFG,NL,1.0,2,2019,-1,-0.2,-1,-0.1,555000.0,Traded,0.067,0.125,0.067,0.192,-46.0,R,0,0,0,0,0,1,1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0625,0,-4,0.0,0.030303030303030304,0
3797,ARI,NL,0.972,-8,2019,-22,-2.5,-5,-0.8,3000000.0,Free Agency,0.26,0.313,0.414,0.728,87.0,R,0,0,0,0,0,1,1,0.1360824742268041,0.05154639175257732,0.002061855670103093,0.032989690721649485,0.13814432989690723,0.058712121212121215,1,-70,0.005741626794258373,0.0,2
