,Tm,Lg,Fld%,Rdrs,Season,RAA,WAA,RAR,WAR,Salary,Acquired,BA,OBP,SLG,OPS,OPS+,Bat,Pos_C,Pos_1B,Pos_2B,Pos_3B,Pos_SS,Pos_OF,Num_Pos,R/AB,2B/AB,3B/AB,HR/AB,RBI/AB,BB/PA,SB - CS,BB - SO,E/Def-Inn,DP/Def-Inn,cluster
374,COL,NL,0.984,19,2010,50,5.1,66,6.7,3500000.0,Amateur Draft,0.315,0.381,0.568,0.949,138.0,R,0,0,0,0,1,0,1,0.18936170212765957,0.06808510638297872,0.006382978723404255,0.0574468085106383,0.20212765957446807,0.09073724007561437,9,-30,0.009389671361502348,0.09671361502347418,1
375,FLA,NL,0.976,-9,2010,24,2.3,45,4.3,7800000.0,Rule 5 Draft,0.287,0.369,0.508,0.877,131.0,R,0,0,1,0,0,0,1,0.1697792869269949,0.05263157894736842,0.0,0.05602716468590832,0.17826825127334464,0.11572700296735905,3,-71,0.012930105595862367,0.06034049278069105,1
376,TBR,AL,0.988,-38,2010,-9,-0.8,14,1.4,3000000.0,Amateur Draft,0.237,0.322,0.424,0.745,106.0,R,0,0,0,0,0,1,1,0.166044776119403,0.0708955223880597,0.007462686567164179,0.033582089552238806,0.11567164179104478,0.10983606557377049,33,-97,0.00384260682446972,0.0,3
377,ARI,NL,0.985,4,2010,0,-0.2,17,1.6,708333.0,Amateur Draft,0.273,0.356,0.442,0.799,110.0,R,0,0,0,0,0,1,1,0.14747474747474748,0.05454545454545454,0.006060606060606061,0.03434343434343434,0.1393939393939394,0.11208406304728546,10,-88,0.0035810205908683975,0.0,3
378,SFG,NL,0.983,-4,2010,-1,-0.3,17,1.5,3250000.0,Free Agency,0.248,0.31,0.44,0.749,102.0,R,0,0,1,1,1,0,3,0.12284069097888675,0.046065259117082535,0.003838771593090211,0.046065259117082535,0.16314779270633398,0.0782608695652174,-1,-47,0.007310535293639835,0.042238648363252376,3
379,PHI,NL,0.981,17,2010,42,4.3,57,5.8,15285714.0,Amateur Draft,0.275,0.387,0.445,0.832,123.0,L,0,0,1,0,0,0,1,0.17647058823529413,0.047058823529411764,0.004705882352941176,0.03764705882352941,0.15294117647058825,0.1232876712328767,11,0,0.010923535253227408,0.08540218470705065,1
380,CLE,AL,0.976,5,2010,-11,-1.2,0,0.0,414700.0,Traded,0.193,0.273,0.258,0.531,50.0,L,0,0,1,1,1,1,4,0.08,0.04363636363636364,0.0,0.007272727272727273,0.08727272727272728,0.09032258064516129,-1,-33,0.01446968600781363,0.09260599045000723,2
381,BOS,AL,1.0,3,2010,2,0.2,7,0.7,3000000.0,Free Agency,0.232,0.293,0.473,0.766,100.0,S,1,0,0,0,0,0,1,0.16071428571428573,0.05357142857142857,0.0,0.0625,0.14285714285714285,0.08130081300813008,0,-25,0.0,0.007270083605961468,3
382,SFG,NL,0.97,2,2010,-2,-0.2,0,0.0,416000.0,Rule 5 Draft,0.164,0.246,0.309,0.555,51.0,S,0,0,1,0,0,1,2,0.12727272727272726,0.03636363636363636,0.0,0.03636363636363636,0.14545454545454545,0.09090909090909091,0,-3,0.009416195856873822,0.0,2
383,SDP,NL,0.984,29,2010,13,1.3,27,2.7,412800.0,Amateur Draft,0.245,0.324,0.408,0.732,104.0,L,0,1,0,0,0,1,2,0.15306122448979592,0.02806122448979592,0.017857142857142856,0.03316326530612245,0.13010204081632654,0.10112359550561797,22,-83,0.004268487888165617,0.0010671219720414043,1
384,CHW,AL,0.942,-6,2010,-2,-0.2,2,0.2,1250000.0,Amateur Free Agent,0.308,0.321,0.519,0.84,122.0,R,0,1,0,1,0,0,2,0.16346153846153846,0.0673076923076923,0.0,0.04807692307692308,0.125,0.018867924528301886,1,-23,0.02103049421661409,0.03680336487907466,3
385,PHI,NL,0.995,2,2010,12,1.1,31,3.0,5000000.0,Rule 5 Draft,0.259,0.327,0.429,0.756,101.0,R,0,0,0,0,0,1,1,0.14310051107325383,0.044293015332197615,0.017035775127768313,0.030664395229982964,0.11754684838160136,0.08179012345679013,28,-26,0.0015809026954390958,0.0031618053908781915,1
386,CHW,AL,0.987,-6,2010,-13,-1.3,2,0.2,1375000.0,Free Agency,0.276,0.341,0.331,0.673,83.0,S,0,0,1,1,1,0,3,0.10465116279069768,0.03197674418604651,0.0029069767441860465,0.005813953488372093,0.0872093023255814,0.08695652173913043,4,-11,0.0037778617302606722,0.037778617302606725,2
387,CIN,NL,0.996,3,2010,50,5.1,70,7.0,525000.0,Amateur Draft,0.324,0.424,0.6,1.024,171.0,L,0,1,0,0,0,0,1,0.19378427787934185,0.06581352833638025,0.003656307129798903,0.06764168190127971,0.20658135283363802,0.1404320987654321,11,-34,0.003897116134060795,0.07872174590802807,1
388,MIL,NL,0.98,-16,2010,16,1.6,38,3.6,2750000.0,Amateur Draft,0.269,0.366,0.464,0.83,123.0,R,0,0,1,0,0,0,1,0.17204301075268819,0.04915514592933948,0.006144393241167435,0.0445468509984639,0.12749615975422426,0.10079575596816977,7,-108,0.010798358649485279,0.07342883881649989,3
389,TOR,AL,1.0,-10,2010,15,1.7,39,4.0,15687500.0,Amateur Draft,0.273,0.331,0.515,0.847,125.0,R,0,0,0,0,0,1,1,0.13389830508474576,0.07457627118644068,0.005084745762711864,0.05254237288135593,0.14915254237288136,0.07739938080495357,2,-34,0.0,0.0015276504735716467,1
390,PHI,NL,0.987,-11,2010,26,2.6,47,4.5,7500000.0,Free Agency,0.296,0.388,0.532,0.921,144.0,R,0,0,0,0,0,1,1,0.19133574007220217,0.08303249097472924,0.0036101083032490976,0.048736462093862815,0.15342960288808663,0.12576687116564417,10,-65,0.0029806259314456036,0.0014903129657228018,1
391,SFG,NL,0.994,0,2010,0,-0.1,4,0.4,405000.0,Free Agency,0.238,0.299,0.397,0.696,89.0,R,1,0,0,0,0,0,1,0.15079365079365079,0.047619047619047616,0.007936507936507936,0.031746031746031744,0.07936507936507936,0.05673758865248227,-1,-27,0.005878894767783657,0.008818342151675485,2
392,BAL,AL,0.994,7,2010,7,0.8,25,2.6,400000.0,Amateur Draft,0.249,0.319,0.377,0.695,90.0,S,1,0,0,0,0,0,1,0.08295964125560538,0.04932735426008968,0.002242152466367713,0.02466367713004484,0.12331838565022421,0.09362549800796813,-1,-47,0.004716536175832469,0.009433072351664937,3
393,BAL,AL,0.98,-6,2010,-13,-1.3,11,1.1,3500000.0,Free Agency,0.248,0.312,0.415,0.727,98.0,R,0,1,1,1,0,0,3,0.10843373493975904,0.04991394148020654,0.0017211703958691911,0.0378657487091222,0.13080895008605853,0.07704160246533127,-1,-66,0.016679904686258934,0.07227958697378872,2
394,WSN,NL,0.994,2,2010,14,1.4,28,2.8,4600000.0,Traded,0.268,0.389,0.459,0.848,129.0,R,0,0,0,0,0,1,1,0.14594594594594595,0.051351351351351354,0.005405405405405406,0.043243243243243246,0.15135135135135136,0.14855875831485588,8,-18,0.0011362345188046814,0.0022724690376093627,1
395,LAA,AL,0.991,11,2010,0,0.1,7,0.7,625000.0,Amateur Draft,0.258,0.341,0.302,0.643,81.0,S,0,0,0,0,0,1,1,0.14465408805031446,0.0440251572327044,0.0,0.0,0.050314465408805034,0.1043956043956044,-2,-7,0.00238038562247084,0.0,2
396,LAA,AL,0.996,0,2010,1,0.2,5,0.5,402000.0,Amateur Draft,0.229,0.288,0.417,0.705,93.0,R,1,1,0,0,0,0,2,0.125,0.0625,0.0,0.041666666666666664,0.15625,0.07547169811320754,0,-15,0.003813882532418002,0.007627765064836004,3
397,SEA,AL,0.972,8,2010,4,0.5,12,1.3,5000000.0,Traded,0.249,0.282,0.316,0.598,68.0,R,0,0,0,0,1,0,1,0.08808290155440414,0.05699481865284974,0.0051813471502590676,0.0,0.07253886010362694,0.03317535545023697,-1,-28,0.015441034549314803,0.06948465547191661,2
398,MULTIPLE,MLB,0.989,-17,2010,-15,-1.6,-8,-0.9,1100000.0,Free Agency,0.239,0.307,0.356,0.663,80.0,S,0,0,0,0,0,1,1,0.11219512195121951,0.03902439024390244,0.00975609756097561,0.01951219512195122,0.12195121951219512,0.09012875536480687,6,-16,0.0024937655860349127,0.0,2
399,LAA,AL,0.952,2,2010,-23,-2.4,-14,-1.5,410000.0,Amateur Draft,0.146,0.174,0.208,0.382,6.0,R,0,1,0,1,1,0,3,0.08849557522123894,0.008849557522123894,0.0,0.017699115044247787,0.061946902654867256,0.024691358024691357,1,-65,0.016474464579901153,0.023064250411861616,0
400,NYM,NL,0.956,-14,2010,9,0.8,30,2.8,10250000.0,Amateur Draft,0.283,0.354,0.503,0.856,131.0,R,0,0,0,1,0,0,1,0.14821124361158433,0.06132879045996593,0.005110732538330494,0.049403747870528106,0.17546848381601363,0.10298507462686567,8,-92,0.014566642388929352,0.024763292061179897,3
401,BOS,AL,0.997,6,2010,36,3.8,52,5.4,9375000.0,Amateur Draft,0.307,0.411,0.564,0.975,157.0,R,0,1,0,1,0,0,2,0.212707182320442,0.0718232044198895,0.013812154696132596,0.052486187845303865,0.1712707182320442,0.13333333333333333,3,-9,0.0034207525655644243,0.07525655644241733,1
402,ARI,NL,0.984,36,2010,34,3.4,54,5.4,3450000.0,Traded,0.257,0.341,0.452,0.793,108.0,R,0,0,0,0,0,1,1,0.16095890410958905,0.05650684931506849,0.0,0.046232876712328765,0.1558219178082192,0.11144578313253012,21,-71,0.005185185185185185,0.0044444444444444444,1
403,MIN,AL,0.984,-26,2010,-5,-0.4,18,1.9,2600000.0,Traded,0.298,0.333,0.493,0.826,124.0,R,0,0,0,0,0,1,1,0.13508771929824562,0.08070175438596491,0.0017543859649122807,0.03684210526315789,0.19649122807017544,0.04567699836867863,1,-53,0.0031318509238960224,0.0015659254619480112,3
404,PIT,NL,0.94,-8,2010,-9,-1.0,-2,-0.3,444500.0,Traded,0.236,0.286,0.414,0.7,88.0,S,0,0,1,1,0,1,3,0.11518324607329843,0.05759162303664921,0.005235602094240838,0.03664921465968586,0.14659685863874344,0.06280193236714976,1,-39,0.015197568389057751,0.011398176291793313,2
405,TEX,AL,0.95,-11,2010,-7,-0.6,18,1.9,13174974.0,Traded,0.284,0.33,0.444,0.774,102.0,R,0,0,0,1,0,0,1,0.15091463414634146,0.054878048780487805,0.004573170731707317,0.03201219512195122,0.13871951219512196,0.06963788300835655,2,-65,0.013867600905043428,0.018976717027954164,3
406,MIL,NL,0.992,1,2010,2,0.2,6,0.5,1900000.0,Free Agency,0.265,0.35,0.392,0.743,101.0,S,1,0,0,0,0,0,1,0.10784313725490197,0.06862745098039216,0.0,0.0196078431372549,0.13725490196078433,0.09401709401709402,0,-1,0.008261049153242462,0.016522098306484923,3
407,WSN,NL,0.951,11,2010,43,4.4,62,6.2,6350000.0,Amateur Draft,0.307,0.388,0.51,0.899,142.0,R,0,0,0,1,0,0,1,0.1619047619047619,0.06095238095238095,0.0,0.047619047619047616,0.1619047619047619,0.11442786069651742,3,-29,0.014284513906394422,0.019326107049827748,1
408,TBR,AL,0.992,27,2010,20,2.3,44,4.6,438100.0,Traded,0.238,0.346,0.353,0.699,96.0,S,0,1,1,1,0,1,4,0.1423290203327172,0.051756007393715345,0.0036968576709796672,0.018484288354898338,0.13863216266173753,0.14045801526717558,21,-15,0.003090712409210323,0.027816411682892905,1
409,LAA,AL,0.969,-6,2011,-5,-0.5,17,1.6,9000000.0,Free Agency,0.253,0.353,0.365,0.717,105.0,L,0,0,0,0,0,1,1,0.10756972111553785,0.05976095617529881,0.00199203187250996,0.01593625498007968,0.11952191235059761,0.13333333333333333,16,-35,0.0044603033006244425,0.0,3
410,MIL,NL,1.0,-4,2011,-7,-0.7,-6,-0.7,414000.0,Free Agency,0.103,0.103,0.207,0.31,-18.0,R,0,1,0,0,0,1,2,0.034482758620689655,0.0,0.0,0.034482758620689655,0.10344827586206896,0.0,0,-4,0.0,0.0,0
411,CIN,NL,0.971,-12,2011,-1,-0.1,2,0.2,600000.0,Amateur Draft,0.33,0.398,0.545,0.943,153.0,L,0,1,0,1,0,1,3,0.10227272727272728,0.045454545454545456,0.0,0.056818181818181816,0.17045454545454544,0.10204081632653061,0,-11,0.00745156482861401,0.0,3
412,PIT,NL,0.935,-9,2011,-24,-2.6,-16,-1.8,2050000.0,Amateur Draft,0.191,0.272,0.289,0.561,58.0,L,0,0,0,1,0,0,1,0.07659574468085106,0.03829787234042553,0.00425531914893617,0.01702127659574468,0.08085106382978724,0.0916030534351145,1,-56,0.025500910746812388,0.0273224043715847,2
413,BAL,AL,0.983,11,2011,7,0.7,26,2.6,421500.0,Traded,0.263,0.327,0.344,0.67,84.0,R,0,0,1,1,1,1,4,0.13785557986870897,0.04814004376367615,0.0,0.010940919037199124,0.0787746170678337,0.08023483365949119,10,-42,0.008847991505928155,0.07609272695098213,2
414,TEX,AL,0.963,6,2011,18,1.9,41,4.2,452180.0,Traded,0.279,0.347,0.361,0.708,89.0,R,0,0,0,0,1,0,1,0.1635434412265758,0.04599659284497445,0.005110732538330494,0.008517887563884156,0.10221465076660988,0.08421052631578947,25,-18,0.01982396320672429,0.08088176988343511,1
415,WSN,NL,0.996,18,2011,4,0.4,17,1.7,1500000.0,Free Agency,0.239,0.296,0.363,0.659,81.0,L,0,0,0,0,0,1,1,0.12105263157894737,0.05263157894736842,0.0,0.02368421052631579,0.09736842105263158,0.06987951807228916,7,-67,0.001183431952662722,0.0,3
416,TOR,AL,0.993,-16,2011,-6,-0.6,12,1.1,417400.0,Amateur Draft,0.219,0.282,0.438,0.72,91.0,R,1,0,0,0,0,0,1,0.10609480812641084,0.045146726862302484,0.009029345372460496,0.05191873589164785,0.17607223476297967,0.07407407407407407,0,-97,0.0056646525679758305,0.0037764350453172203,3
417,DET,AL,0.994,0,2011,30,3.1,51,5.1,425000.0,Amateur Draft,0.295,0.389,0.506,0.895,142.0,L,1,0,0,1,0,0,2,0.13577586206896552,0.07112068965517242,0.008620689655172414,0.040948275862068964,0.17672413793103448,0.132486388384755,2,-58,0.005150214592274678,0.01201716738197425,1
418,MULTIPLE,AL,0.954,-3,2011,-8,-0.8,4,0.3,640000.0,Traded,0.255,0.289,0.409,0.698,89.0,R,0,0,1,1,1,1,4,0.10839160839160839,0.05944055944055944,0.01048951048951049,0.024475524475524476,0.13636363636363635,0.042071197411003236,10,-31,0.01848713603450932,0.03697427206901864,2
419,LAA,AL,0.98,-1,2011,22,2.3,44,4.4,3000000.0,Amateur Free Agent,0.279,0.322,0.421,0.743,110.0,S,0,0,0,0,1,0,1,0.12769784172661872,0.05935251798561151,0.014388489208633094,0.017985611510791366,0.10611510791366907,0.0512396694214876,24,-37,0.010301109350237718,0.08082408874801902,1
420,CHC,NL,0.995,-3,2011,-6,-0.6,1,0.0,1175000.0,Traded,0.269,0.302,0.383,0.685,87.0,R,0,1,1,1,0,1,4,0.09950248756218906,0.05970149253731343,0.004975124378109453,0.014925373134328358,0.11442786069651742,0.04716981132075472,0,-36,0.0028473804100227792,0.03701594533029613,2
421,LAD,NL,0.997,-4,2011,3,0.3,13,1.3,3250000.0,Purchased,0.23,0.287,0.43,0.717,98.0,R,1,0,0,0,0,0,1,0.09508196721311475,0.04262295081967213,0.0,0.05245901639344262,0.1540983606557377,0.06528189910979229,0,-49,0.002728140772063838,0.005456281544127676,3
422,HOU,NL,0.978,16,2011,17,1.9,33,3.4,3925000.0,Traded,0.244,0.312,0.386,0.698,93.0,R,0,0,0,0,1,0,1,0.10538116591928251,0.06053811659192825,0.0,0.026905829596412557,0.08744394618834081,0.07676767676767676,2,-50,0.011341083073433515,0.0652112276722427,3
423,CHC,NL,0.981,3,2011,1,0.0,18,1.8,417000.0,Amateur Draft,0.276,0.313,0.353,0.666,83.0,R,0,0,1,0,1,0,2,0.12476370510396975,0.043478260869565216,0.011342155009451797,0.003780718336483932,0.08128544423440454,0.03852889667250438,7,-45,0.010471204188481676,0.05846422338568935,2
424,SDP,NL,0.971,-10,2011,-18,-2.0,1,-0.2,4000000.0,Traded,0.245,0.308,0.307,0.615,76.0,R,0,0,0,0,1,0,1,0.11010830324909747,0.039711191335740074,0.005415162454873646,0.0036101083032490976,0.07220216606498195,0.07766990291262135,13,-50,0.01486374896779521,0.0685383980181668,2
425,OAK,AL,0.988,4,2011,-9,-0.9,2,0.1,425000.0,Traded,0.212,0.325,0.267,0.592,67.0,L,0,1,0,0,0,0,1,0.11440677966101695,0.05508474576271186,0.0,0.0,0.08898305084745763,0.1392857142857143,1,-8,0.014082027812004929,0.12673825030804436,2
426,TOR,AL,0.976,-4,2011,59,6.0,83,8.3,8000000.0,Traded,0.302,0.447,0.608,1.056,182.0,R,0,0,0,1,0,1,2,0.2046783625730994,0.04678362573099415,0.003898635477582846,0.08382066276803118,0.20077972709551656,0.2015267175572519,4,21,0.006562756357670222,0.004922067268252666,1
427,NYM,NL,0.991,-4,2011,-5,-0.6,11,1.0,18125000.0,Free Agency,0.245,0.329,0.374,0.703,97.0,R,0,0,0,0,0,1,1,0.13288288288288289,0.04279279279279279,0.0022522522522522522,0.02702702702702703,0.12837837837837837,0.1100196463654224,10,-53,0.0018991548760801445,0.0009495774380400723,3
428,CHW,AL,0.989,5,2011,-6,-0.6,15,1.4,485000.0,Amateur Draft,0.23,0.296,0.337,0.633,70.0,R,0,0,1,0,0,0,1,0.12024048096192384,0.04609218436873747,0.0,0.02004008016032064,0.08817635270541083,0.06283662477558348,2,-76,0.006119951040391676,0.06425948592411261,2
429,SFG,NL,0.985,5,2011,2,0.2,9,0.9,414000.0,Amateur Draft,0.225,0.306,0.412,0.718,103.0,L,0,1,0,0,0,1,2,0.11229946524064172,0.03208556149732621,0.0053475935828877,0.0481283422459893,0.0962566844919786,0.09569377990430622,1,-37,0.0090049527239982,0.0180099054479964,3
430,MULTIPLE,NL,0.996,-8,2011,26,2.7,44,4.5,19325436.0,Free Agency,0.3,0.385,0.525,0.91,154.0,S,0,0,0,0,0,1,1,0.15,0.075,0.011538461538461539,0.04230769230769231,0.16153846153846155,0.11872909698996656,2,-17,0.0008671522719389524,0.0026014568158168575,1
431,TEX,AL,0.965,11,2011,36,3.8,56,5.6,14000000.0,Free Agency,0.296,0.331,0.561,0.892,131.0,R,0,0,0,1,0,0,1,0.16837782340862423,0.06776180698151951,0.0,0.06570841889117043,0.21560574948665298,0.047619047619047616,0,-28,0.01122334455667789,0.02448729721456994,1
432,STL,NL,0.984,-27,2011,19,2.0,38,3.8,8000000.0,Free Agency,0.301,0.412,0.547,0.959,164.0,S,0,1,0,0,0,1,2,0.18442622950819673,0.0471311475409836,0.004098360655737705,0.06352459016393443,0.19262295081967212,0.1567291311754685,-4,-1,0.005258084304618351,0.01752694768206117,1
433,MIL,NL,0.965,-3,2011,-17,-1.9,2,-0.1,4300000.0,Traded,0.252,0.271,0.381,0.652,75.0,R,0,0,0,0,1,0,1,0.09172661870503597,0.048561151079136694,0.00539568345323741,0.023381294964028777,0.1223021582733813,0.0273972602739726,0,-47,0.01642935377875137,0.06649976529494601,2
434,MULTIPLE,AL,0.954,-11,2011,-8,-0.9,5,0.4,1000000.0,Traded,0.285,0.343,0.452,0.795,117.0,S,0,1,1,1,0,0,3,0.1238390092879257,0.06811145510835913,0.01238390092879257,0.02476780185758514,0.14241486068111456,0.08635097493036212,3,-74,0.01510989010989011,0.017857142857142856,3
435,LAD,NL,0.957,3,2011,2,0.2,9,0.9,5500000.0,Traded,0.252,0.342,0.371,0.713,100.0,R,0,1,0,1,0,1,3,0.15841584158415842,0.04950495049504951,0.0049504950495049506,0.019801980198019802,0.12871287128712872,0.1087866108786611,-1,-24,0.016018306636155607,0.018306636155606407,3
436,TEX,AL,0.957,2,2011,0,-0.1,3,0.2,520000.0,Purchased,0.224,0.263,0.342,0.605,59.0,S,0,0,1,1,1,1,4,0.11842105263157894,0.039473684210526314,0.0,0.02631578947368421,0.039473684210526314,0.04878048780487805,-1,-10,0.021164021164021163,0.06878306878306878,2
437,ARI,NL,0.995,-1,2011,6,0.6,9,0.9,1000000.0,Free Agency,0.25,0.33,0.54,0.87,132.0,R,1,0,0,0,0,0,1,0.12,0.03,0.01,0.08,0.12,0.10714285714285714,-1,-9,0.0036496350364963502,0.0,3
438,SDP,NL,0.993,13,2011,7,0.8,13,1.4,424700.0,Amateur Draft,0.229,0.3,0.406,0.706,99.0,R,0,1,0,0,0,1,2,0.12352941176470589,0.041176470588235294,0.0058823529411764705,0.041176470588235294,0.15294117647058825,0.08421052631578947,2,-35,0.0026109660574412533,0.020887728459530026,3
439,ARI,NL,0.982,0,2011,-12,-1.3,0,-0.2,900000.0,Free Agency,0.266,0.317,0.34,0.657,79.0,R,0,0,1,0,1,1,3,0.12571428571428572,0.02857142857142857,0.005714285714285714,0.011428571428571429,0.07428571428571429,0.06036745406824147,10,-28,0.00708114997875655,0.04390312986829061,2
440,ARI,NL,1.0,1,2011,0,0.0,2,0.2,1350000.0,Free Agency,0.224,0.309,0.408,0.717,93.0,S,0,0,0,1,0,0,1,0.16326530612244897,0.061224489795918366,0.0,0.04081632653061224,0.20408163265306123,0.09090909090909091,0,-4,0.0,0.02912621359223301,3
441,DET,AL,0.985,8,2011,7,0.8,25,2.5,430000.0,Amateur Draft,0.283,0.341,0.458,0.799,116.0,L,0,0,0,0,0,1,1,0.17523364485981308,0.05841121495327103,0.002336448598130841,0.037383177570093455,0.1261682242990654,0.07415254237288135,2,-48,0.0037965072133637054,0.0012655024044545683,3
442,HOU,NL,0.978,20,2011,12,1.4,18,1.9,416500.0,Amateur Draft,0.287,0.348,0.457,0.805,122.0,L,0,0,0,0,0,1,1,0.13414634146341464,0.08536585365853659,0.006097560975609756,0.024390243902439025,0.09146341463414634,0.08241758241758242,2,-25,0.006172839506172839,0.012345679012345678,3
443,FLA,NL,0.971,-6,2011,7,0.7,27,2.7,425000.0,Traded,0.296,0.36,0.393,0.753,107.0,S,0,0,1,1,1,1,4,0.13805309734513274,0.04601769911504425,0.012389380530973451,0.008849557522123894,0.06371681415929203,0.09204368174726989,29,-70,0.010324015247776366,0.03414866581956798,3
444,TEX,AL,0.986,-4,2011,-3,-0.3,1,0.1,490000.0,Amateur Draft,0.27,0.305,0.348,0.654,73.0,L,0,0,0,0,0,1,1,0.11235955056179775,0.011235955056179775,0.033707865168539325,0.0,0.12359550561797752,0.030612244897959183,4,-6,0.004113533525298231,0.0,2
445,HOU,NL,0.992,4,2011,4,0.4,12,1.2,423000.0,Waivers,0.294,0.323,0.357,0.68,89.0,R,0,0,1,0,0,1,2,0.12605042016806722,0.03361344537815126,0.008403361344537815,0.004201680672268907,0.06722689075630252,0.03968253968253968,25,-14,0.0021231422505307855,0.0021231422505307855,2
446,LAA,AL,0.989,20,2011,28,2.9,48,4.9,414000.0,Amateur Draft,0.271,0.327,0.438,0.765,116.0,R,0,0,0,0,0,1,1,0.14342629482071714,0.05179282868525897,0.021912350597609563,0.02390438247011952,0.08565737051792828,0.057971014492753624,13,-92,0.0031518398865337644,0.0,1
447,MULTIPLE,NL,0.992,-10,2011,9,0.9,30,3.0,4400000.0,Traded,0.294,0.349,0.386,0.734,103.0,L,0,0,0,0,0,1,1,0.14329268292682926,0.051829268292682924,0.01524390243902439,0.003048780487804878,0.07621951219512195,0.07340720221606649,47,-87,0.002207505518763797,0.0014716703458425313,3
448,MULTIPLE,NL,1.0,0,2011,-4,-0.5,-3,-0.4,441500.0,Conditional Deal,0.133,0.188,0.167,0.354,0.0,L,0,1,0,0,0,1,2,0.0,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0625,-1,-9,0.0,0.0,0
449,SEA,AL,0.964,-10,2011,-4,-0.4,0,0.0,13000000.0,Traded,0.218,0.313,0.356,0.669,92.0,S,0,0,0,0,0,1,1,0.1188118811881188,0.0594059405940594,0.009900990099009901,0.019801980198019802,0.12871287128712872,0.11304347826086956,4,-18,0.009389671361502348,0.0,2
450,CLE,AL,0.988,16,2011,3,0.4,21,2.1,421800.0,Traded,0.266,0.318,0.384,0.702,97.0,L,0,0,0,0,0,1,1,0.13968957871396895,0.05321507760532151,0.008869179600886918,0.015521064301552107,0.10199556541019955,0.06854838709677419,8,-42,0.003089598352214212,0.0020597322348094747,3
451,MULTIPLE,MLB,0.994,2,2011,-5,-0.5,1,0.0,1000000.0,Free Agency,0.197,0.295,0.37,0.665,84.0,L,0,1,0,1,0,0,2,0.08661417322834646,0.05511811023622047,0.0,0.03937007874015748,0.11023622047244094,0.1232876712328767,2,-23,0.006172839506172839,0.10493827160493827,2
452,MIL,NL,0.996,4,2011,55,5.8,74,7.7,4287500.0,Amateur Draft,0.332,0.397,0.597,0.994,166.0,R,0,0,0,0,0,1,1,0.1936056838365897,0.0674955595026643,0.010657193605683837,0.0586145648312611,0.19715808170515098,0.09220985691573927,27,-35,0.0008,0.0016,1
453,TBR,AL,0.979,-1,2011,-21,-2.3,-11,-1.3,425400.0,Amateur Draft,0.193,0.227,0.221,0.448,28.0,S,0,0,0,0,1,0,1,0.07228915662650602,0.01606425702811245,0.0,0.004016064257028112,0.060240963855421686,0.03787878787878788,2,-53,0.010291090855630696,0.06468685680682151,0
454,PHI,NL,0.951,-16,2011,-8,-0.9,-1,-0.2,414000.0,Amateur Draft,0.245,0.333,0.391,0.725,98.0,L,0,0,0,0,0,1,1,0.15217391304347827,0.05434782608695652,0.005434782608695652,0.02717391304347826,0.10326086956521739,0.11904761904761904,2,-10,0.008869179600886918,0.0,2
455,CIN,NL,0.988,0,2011,2,0.2,23,2.3,2791666.0,Amateur Draft,0.256,0.341,0.474,0.814,118.0,L,0,0,0,0,0,1,1,0.14358974358974358,0.046153846153846156,0.003418803418803419,0.0547008547008547,0.1658119658119658,0.10692771084337349,1,-87,0.0029175784099197666,0.0007293946024799417,3
456,FLA,NL,0.995,-4,2011,-9,-1.1,7,0.6,5000000.0,Free Agency,0.227,0.316,0.367,0.683,87.0,R,1,0,0,0,0,0,1,0.08798283261802575,0.032188841201716736,0.002145922746781116,0.034334763948497854,0.1223175965665236,0.1018867924528302,-1,-61,0.004370629370629371,0.004370629370629371,2
457,CLE,AL,0.988,8,2011,-3,-0.3,3,0.3,625000.0,Free Agency,0.228,0.275,0.342,0.617,73.0,L,0,0,0,0,0,1,1,0.12080536912751678,0.0738255033557047,0.0,0.013422818791946308,0.12080536912751678,0.05,0,-22,0.0033311125916055963,0.0,2
458,SFG,NL,0.932,0,2011,3,0.3,10,1.0,1000000.0,Free Agency,0.23,0.352,0.404,0.756,115.0,R,0,0,0,0,0,1,1,0.09289617486338798,0.04918032786885246,0.00546448087431694,0.03825136612021858,0.11475409836065574,0.1506849315068493,0,-34,0.01145475372279496,0.00286368843069874,3
459,MIN,AL,0.989,-10,2011,-24,-2.5,-14,-1.6,429000.0,Traded,0.167,0.21,0.239,0.449,24.0,R,1,0,0,0,0,0,1,0.0811965811965812,0.038461538461538464,0.004273504273504274,0.008547008547008548,0.09829059829059829,0.04330708661417323,0,-31,0.007460459564309161,0.004476275738585497,0
460,KCR,AL,1.0,-2,2011,-2,-0.2,23,2.2,3500000.0,Amateur Draft,0.291,0.361,0.461,0.822,125.0,R,0,1,0,0,0,0,1,0.12395309882747069,0.07370184254606366,0.0,0.031825795644891124,0.15912897822445563,0.09806835066864784,1,-29,0.0,0.10615711252653927,3
461,CHC,NL,0.989,0,2011,4,0.4,19,1.9,5500000.0,Free Agency,0.276,0.324,0.395,0.719,96.0,R,0,0,0,0,0,1,1,0.11434977578475336,0.04932735426008968,0.004484304932735426,0.020179372197309416,0.07847533632286996,0.05186721991701245,1,-53,0.003006012024048096,0.003006012024048096,3
